title,price,registration,location,benzin,mileage,power,gefunden
"Audi A3 Sportback 40 e-tron, Sitzheizung, LED",19.940 €,EZ -/2020,,"Hybrid, ca. 2,0 l/100 km (komb.)* , ca. 46 g CO₂/km (komb.)* ",62.462 km,ca. 150 kW (204PS),gefunden auf mobile.de Online-Kauf
Mercedes-Benz A 250 e Edition 2021 AMG LED Navi DAB Spurh.,30.890 €,EZ -/2021,,"Hybrid, ca. 1,4 l/100 km (komb.)* , ca. 32 g CO₂/km (komb.)* ",7.936 km,ca. 118 kW (160PS),gefunden auf mobile.de Online-Kauf
Nissan Leaf e+ Tekna 62 kWh Winter/BOSE/AVM/LED,22.300 €,EZ -/2020,,"Elektro, ca. 17,1 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+++",42.340 km,ca. 160 kW (218PS),gefunden auf hey.car Online-Kauf
Hyundai Kona FL 1.6 GDi DCT 2WD TREND MJ23 Klimaautom Fa,22.930 €,EZ -/2023,,"Hybrid, ca. 4,3 l/100 km (komb.)* , ca. 99 g CO₂/km (komb.)* ",19.366 km,ca. 104 kW (141PS),gefunden auf mobile.de Online-Kauf
Seat Leon Xcellence e-HYBRID 1.4 DSG LED Navi Keyless e-Sitze ACC Parklenkass. Rückfahrkam.,24.290 €,EZ -/2020,,"Hybrid, ca. 1,4 l/100 km (komb.)* , ca. 32 g CO₂/km (komb.)* , A+",30.735 km,ca. 110 kW (150PS),gefunden auf hey.car Online-Kauf
Hyundai Kona Hybrid FL 1.6 GDi DCT Edition 30 Plus Navi,23.930 €,EZ -/2021,,"Hybrid, ca. 4,3 l/100 km (komb.)* , ca. 99 g CO₂/km (komb.)* ",22.900 km,ca. 104 kW (141PS),gefunden auf mobile.de Online-Kauf
VW Golf Volkswagen 8 1.4 TSI DSG GTE NAVI LED,32.950 €,EZ -/2022,,"Hybrid, ca. 1.624,0 l/100 km (komb.)* WLTP, ca. 27 g CO₂/km (komb.)* WLTP",100 km,ca. 180 kW (245PS),gefunden auf mobile.de Online-Kauf
Mercedes-Benz A 250 e Edition 2020 AMG Night LED Kamera DAB Sp,30.490 €,EZ -/2021,,"Hybrid, ca. 1,4 l/100 km (komb.)* , ca. 32 g CO₂/km (komb.)* ",19.190 km,ca. 118 kW (160PS),gefunden auf mobile.de Online-Kauf
Mercedes-Benz A 250 e AMG Line Night AHK LED Navi,29.490 €,EZ -/2020,,Hybrid,37.370 km,ca. 118 kW (160PS),gefunden auf mobile.de Online-Kauf
VW ID.3 Pro Performance Batteriekapaz. 62 kWh,35.500 €,EZ -/2023,,"Elektro, ca. 15,9 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+",6.990 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
VW Golf 8 1.4 TSI DSG GTE Black Style 18 MATRIX,33.950 €,EZ -/2022,,"Hybrid, ca. 1,7 l/100 km (komb.)* , ca. 38 g CO₂/km (komb.)* , A+++",2.180 km,ca. 180 kW (245PS),gefunden auf hey.car Online-Kauf
Hyundai Ioniq 1.6 GDI Trend Hybrid 6G-DCT ACC PDC CAM SH,21.980 €,EZ -/2022,,"Hybrid, ca. 5,2 l/100 km (komb.)* , ca. 119 g CO₂/km (komb.)* ",21.500 km,ca. 104 kW (141PS),gefunden auf mobile.de Online-Kauf
Mercedes-Benz A 250 e Progressive/8G/LED/Premium-Navi/Kamera/,32.400 €,EZ -/2022,,"Hybrid, ca. 1,5 l/100 km (komb.)* , ca. 35 g CO₂/km (komb.)* , A+++",9.300 km,ca. 118 kW (160PS),gefunden auf hey.car Online-Kauf
Mercedes-Benz A 250 e Lim. AHK LED Navi Kamera DAB Spurh.-Ass.,26.470 €,EZ -/2020,,"Hybrid, ca. 1,4 l/100 km (komb.)* , ca. 31 g CO₂/km (komb.)* ",33.831 km,ca. 118 kW (160PS),gefunden auf mobile.de Online-Kauf
VW Golf Volkswagen 8 1.4 TSI eHybrid DSG Style DIGITAL COCKPIT,22.450 €,EZ -/2020,,Hybrid,42.820 km,ca. 150 kW (204PS),gefunden auf mobile.de Online-Kauf
VW Golf Volkswagen 8 1.4 TSI DSG GTE KAMERA NAVI LED,24.950 €,EZ -/2020,,Hybrid,23.300 km,ca. 180 kW (245PS),gefunden auf mobile.de Online-Kauf
VW Golf Volkswagen VIII e-Hybrid 1.4 TSI DSG Style STDHZG*LED*,34.990 €,EZ -/2022,,"Hybrid, ca. 0,9 l/100 km (komb.)* WLTP, ca. 21 g CO₂/km (komb.)* WLTP",6.231 km,ca. 150 kW (204PS),gefunden auf mobile.de Online-Kauf
Mercedes-Benz E 300 de Lim. Avantgarde Pano Abstandstemp. DAB,46.790 €,EZ -/2021,,"Hybrid, ca. 1,4 l/100 km (komb.)* , ca. 38 g CO₂/km (komb.)* ",8.418 km,ca. 143 kW (194PS),gefunden auf mobile.de Online-Kauf
VW Golf Volkswagen 8 1.4 TSI DSG GTE IQ-LIGHT DCC HuD 18 NAVI,27.950 €,EZ -/2021,,Hybrid,10.450 km,ca. 180 kW (245PS),gefunden auf mobile.de Online-Kauf
Opel Astra GS-Line PHeV 1.6T 132 kW(180 PS)(AT8),37.460 €,EZ -/2022,,"Hybrid, ca. 5,2 l/100 km (komb.)* , ca. 24 g CO₂/km (komb.)* , A++",12.428 km,ca. 132 kW (179PS),gefunden auf hey.car Online-Kauf
Mercedes-Benz A 250 e AMG Line LED Navi Abstandstemp. DAB Spur,32.980 €,EZ -/2021,,"Hybrid, ca. 1,3 l/100 km (komb.)* , ca. 31 g CO₂/km (komb.)* ",46.101 km,ca. 118 kW (160PS),gefunden auf mobile.de Online-Kauf
Hyundai IONIQ 5 Techniq*58KW Elektro*Leder*LED*SHZ+Belüftung*,46.800 €,EZ -/2022,,"Elektro, ca. 0 g CO₂/km (komb.)* ",20.000 km,ca. 125 kW (170PS),gefunden auf hey.car Online-Kauf
Mercedes-Benz A 250 e Progressive AHK LED Navi Kamera,25.690 €,EZ -/2020,,"Hybrid, ca. 1,4 l/100 km (komb.)* , ca. 32 g CO₂/km (komb.)* ",60.875 km,ca. 118 kW (160PS),gefunden auf mobile.de Online-Kauf
VW ID.3 1ST Plus Pro Performance ACC DAB LED NAVI,28.350 €,EZ -/2021,,"Elektro, ca. 15,6 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+",36.530 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
Mercedes-Benz C 300 de AMG Line LED Pano Kamera,36.490 €,EZ -/2020,,Hybrid,34.957 km,ca. 143 kW (194PS),gefunden auf mobile.de Online-Kauf
VW Golf Volkswagen 8 1.4 TSI DSG GTE ACC SH ALU 17 PDC,25.950 €,EZ -/2021,,Hybrid,20.950 km,ca. 110 kW (150PS),gefunden auf mobile.de Online-Kauf
"Audi A3 Sportback 40 TFSIe, Navi, Tempomat",25.460 €,EZ -/2021,,"Hybrid, ca. 1,4 l/100 km (komb.)* , ca. 30 g CO₂/km (komb.)* ",30.104 km,ca. 150 kW (204PS),gefunden auf mobile.de Online-Kauf
Mercedes-Benz S 280 S 580 e AMG/Night/360°Kamera/Memory/Head-up-D./,107.810 €,EZ -/2021,,"Hybrid, ca. 18 g CO₂/km (komb.)* , A+++",36.800 km,ca. 270 kW (367PS),gefunden auf hey.car Online-Kauf
Audi A6 Lim. 2.0 TFSI e qu. S tronic ACC LED Navi PDC,34.840 €,EZ -/2020,,Hybrid,56.350 km,ca. 220 kW (299PS),gefunden auf mobile.de Online-Kauf
Audi RS e-tron GT CARBONDACH PRIVA,97.790 €,EZ -/2021,,"Elektro, ca. 0 g CO₂/km (komb.)* , A+++",5.090 km,ca. 440 kW (598PS),gefunden auf hey.car Online-Kauf
Hyundai Kona Hybrid FL 1.6 GDi DCT TREND Klimaautom Fahr,22.930 €,EZ -/2023,,"Hybrid, ca. 4,3 l/100 km (komb.)* , ca. 99 g CO₂/km (komb.)* ",17.308 km,ca. 104 kW (141PS),gefunden auf mobile.de Online-Kauf
Opel Astra,31.790 €,EZ -/2022,,"Hybrid, ca. 6,1 l/100 km (komb.)* , ca. 137 g CO₂/km (komb.)* , A+",46 km,ca. 133 kW (181PS),gefunden auf hey.car Online-Kauf
Hyundai Kona Hybrid FL 1.6 GDi DCT Edition 30 Plus Navi,23.930 €,EZ -/2021,,"Hybrid, ca. 4,3 l/100 km (komb.)* , ca. 99 g CO₂/km (komb.)* ",32.679 km,ca. 104 kW (141PS),gefunden auf mobile.de Online-Kauf
Citroën C5 X Hybrid 225 S&S e-EAT8 SHINE*NAVI*KAMERA*SZH,31.860 €,EZ -/2022,,"Hybrid, ca. 6,0 l/100 km (komb.)* , ca. 137 g CO₂/km (komb.)* ",17.968 km,ca. 165 kW (224PS),gefunden auf mobile.de Online-Kauf
Hyundai Kona Hybrid FL 1.6 DCT PRIME HUD Navi Leder LED,23.930 €,EZ -/2021,,"Hybrid, ca. 4,3 l/100 km (komb.)* , ca. 99 g CO₂/km (komb.)* ",30.795 km,ca. 104 kW (141PS),gefunden auf mobile.de Online-Kauf
Mercedes-Benz E 300 e AMG Line Night LED Navi Kamera,45.490 €,EZ -/2021,,Hybrid,20.876 km,ca. 155 kW (211PS),gefunden auf mobile.de Online-Kauf
VW Golf Volkswagen VIII e-Hybrid 1.4 TSI DSG GTE LED*NAVI*SHZ*,34.990 €,EZ -/2022,,"Hybrid, ca. 1,7 l/100 km (komb.)* , ca. 38 g CO₂/km (komb.)* ",3.310 km,ca. 180 kW (245PS),gefunden auf mobile.de Online-Kauf
Cupra Leon VZ 1.4 e-Hybrid ACC Leder Navi Pano Sitzh.,24.740 €,EZ -/2021,,Hybrid,28.200 km,ca. 180 kW (245PS),gefunden auf mobile.de Online-Kauf
Cupra Leon e-Hybrid 1.4 TSI DSG VZ DCC PANO*VIRTUAL*NA,29.490 €,EZ -/2021,,"Hybrid, ca. 1,6 l/100 km (komb.)* , ca. 35 g CO₂/km (komb.)* ",21.450 km,ca. 180 kW (245PS),gefunden auf mobile.de Online-Kauf
"Audi A3 Sportback 45 TFSI e S-Tronic S-line 2x, Martix LED, ACC, Pano, B&O, Kamera, Virt.",38.540 €,EZ -/2021,,"Hybrid, ca. 1,4 l/100 km (komb.)* , ca. 31 g CO₂/km (komb.)* , A+",29.950 km,ca. 180 kW (245PS),gefunden auf hey.car Online-Kauf
Mercedes-Benz A 250 e Limousine AMG Line Night Pano Navi LED S,33.470 €,EZ -/2021,,Hybrid,20.098 km,ca. 118 kW (160PS),gefunden auf mobile.de Online-Kauf
VW Golf Volkswagen VIII 1.4 e-Hybrid DSG GTE IQ-LIGHT*VIRTUAL*,26.890 €,EZ -/2020,,"Hybrid, ca. 1,7 l/100 km (komb.)* , ca. 36 g CO₂/km (komb.)* ",14.459 km,ca. 180 kW (245PS),gefunden auf mobile.de Online-Kauf
Nissan Leaf Tekna 40kWh ProPilot / 360°/ Winter/ Bose,20.100 €,EZ -/2019,,"Elektro, ca. 15,2 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+",29.999 km,ca. 110 kW (150PS),gefunden auf hey.car Online-Kauf
Ford Focus ST-LINE STYLE LED+Navi+Kamera+Keyless,23.759 €,EZ -/2022,,"Hybrid, ca. 4,1 l/100 km (komb.)* , ca. 138 g CO₂/km (komb.)* ",7.504 km,ca. 92 kW (125PS),gefunden auf mobile.de Online-Kauf
Audi A3 Sportback 40 TFSIe S tronic advanced *LED*NAV,35.990 €,EZ -/2022,,"Hybrid, ca. 1,3 l/100 km (komb.)* , ca. 29 g CO₂/km (komb.)* ",13.500 km,ca. 150 kW (204PS),gefunden auf mobile.de Online-Kauf
"BMW i3 s Harman&Kardon,Keyless Go,LED Scheinwerfer,Sitzheizung",32.040 €,EZ -/2021,,"Elektro, ca. 0 g CO₂/km (komb.)* , A+",18.075 km,ca. 75 kW (102PS),gefunden auf hey.car Online-Kauf
VW ID.3 Pro Performance AHK LED NAV ASSISTENZ SHZ,35.290 €,EZ -/2021,,"Elektro, ca. 0 g CO₂/km (komb.)* , A+++",5.016 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
Audi A3 Sportback 40 e-tron design PANO ACC ALU 18 LE,22.950 €,EZ -/2020,,Hybrid,30.100 km,ca. 150 kW (204PS),gefunden auf mobile.de Online-Kauf
VW ID.3 Pro Performance *Matrix-LED*Navi*Rückfahrkamera*,24.325 €,EZ -/2020,,"Elektro, ca. 0 g CO₂/km (komb.)* ",33.728 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
BMW 545 e xDrive Lim. Luxury Line Navi.Laser.HuD.GSD,44.444 €,EZ 11/2020,74074 Heilbronn,"Hybrid, ca. 0 g CO₂/km (komb.)* ",102.948 km,ca. 290 kW (394PS),gefunden auf autoscout24.de
Audi e-tron GT quattro LED Navi PanoDach Leder,117.990 €,EZ 05/2023,68309 Mannheim,"Elektro, ca. 0 g CO₂/km (komb.)* ",9.900 km,ca. 440 kW (598PS),gefunden auf autoscout24.de
"Tesla Model 3 SR+ Hinterradantrieb, TOP Zustand, 4500km,",38.000 €,EZ 11/2022,50997 Köln,Elektro,4.600 km,ca. 239 kW (325PS),gefunden auf autoscout24.de
BMW i3 120Ah NAVI-PRO+LED+SHZ+PDC+KAMERA+WÄRMEP.+AHK,20.900 €,EZ 05/2019,86551 Aichach,"Elektro, ca. 0 g CO₂/km (komb.)* ",95.900 km,ca. 125 kW (170PS),gefunden auf autoscout24.de
Audi e-tron GT RS quattro NP176000E/Carbon/Laser/HUD,85.548 €,EZ 03/2021,34466 Wolfhagen,"Elektro, ca. 20,2 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+++",14.450 km,ca. 440 kW (598PS),gefunden auf autoscout24.de
Audi A6 Lim 55 TFSI e qu S line Matrix Pano HuD B&O,52.920 €,EZ 07/2020,71034 Böblingen,"Hybrid, ca. 1,9 l/100 km (komb.)* , ca. 43 g CO₂/km (komb.)* ",41.559 km,ca. 185 kW (252PS),gefunden auf mobile.de
Renault ZOE Batteriemiete R135 ZE50 Intens CCS Kamera,15.780 €,EZ 01/2020,59063 Hamm,"Elektro, ca. 0 g CO₂/km (komb.)* , A+",45.667 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW i3 (94 Ah),20.390 €,EZ 06/2018,52076 Aachen,"Elektro, ca. 0 g CO₂/km (komb.)* ",39.036 km,ca. 125 kW (170PS),gefunden auf autoscout24.de
Hyundai Ioniq EV KAMERA+Klimaautom.+Fernlichtas.+PDC+BT+,19.450 €,EZ 06/2021,55743 Idar-Oberstein,"Elektro, A+",29.500 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
"Audi e-tron GT LM21,Pano,Navi,Matrix,HUD,Leder,B&O",76.711 €,EZ 11/2021,90411 Nürnberg,"Elektro, ca. 0 g CO₂/km (komb.)* , A+",33.750 km,ca. 350 kW (476PS),gefunden auf autoscout24.de
Renault ZOE inkl.Batterie R135 ZE50 Experience,20.290 €,EZ 10/2021,59063 Hamm,"Elektro, ca. 0 g CO₂/km (komb.)* ",22.434 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
Tesla Model Y Long Range Allrad Soundsystem+Glasdach+LED,45.440 €,EZ 08/2022,59425 Unna,"Elektro, ca. 0 g CO₂/km (komb.)* ",28.028 km,ca. 378 kW (514PS),gefunden auf autoscout24.de
"Porsche Taycan *Performancebatt.+,Wärmep.,20"",ACC,Kamera*",89.850 €,EZ 07/2023,54595 Prüm,"Elektro, ca. 20,4 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* ",6.950 km,ca. 350 kW (476PS),gefunden auf autoscout24.de
"VW Volkswagen e-up! E-Up Style Plus mit Winterreifen, Sitzheizung",19.200 €,EZ 12/2022,63571 GELNHAUSEN,"Elektro, ca. 0 g CO₂/km (komb.)* ",14.800 km,ca. 61 kW (83PS),gefunden auf autoscout24.de
VW e-Golf Volkswagen ACC+NAVI+LED+KAMERA+++,19.769 €,EZ 11/2019,15562 Rüdersdorf,"Elektro, ca. 0 g CO₂/km (komb.)* ",46.235 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
Porsche Taycan Turbo 1.Hand InnoDrive SportDesign 21-Zoll,88.440 €,EZ 10/2020,72770 Reutlingen,"Elektro, ca. 26,0 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+++",42.300 km,ca. 500 kW (680PS),gefunden auf autoscout24.de
Smart ForFour EQ Cool&Audio + Plus Paket 22KW DAB SHZ,11.980 €,EZ 02/2020,47800 Krefeld,"Elektro, ca. 0 g CO₂/km (komb.)* ",32.608 km,ca. 60 kW (82PS),gefunden auf autoscout24.de
BMW i3 s 1.HD 120AH Wärmepumpe,23.999 €,EZ 07/2022,64584 Biebesheim,"Elektro, ca. 0 g CO₂/km (komb.)* ",11.000 km,ca. 135 kW (184PS),gefunden auf autoscout24.de
Kia Soul e- Edition 7 3PH-Laden+Abstand+Spurh+Kamera-39,22.500 €,EZ 09/2021,86720 Nördlingen,"Elektro, ca. 0 g CO₂/km (komb.)* ",19.980 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
VW Up Volkswagen ! e- Style Plus,20.250 €,EZ 12/2022,34549 Edertal,Elektro,19.560 km,ca. 61 kW (83PS),gefunden auf autoscout24.de
"Polestar 2 Long Range 4wd,Pilot lite, Performance Update",45.990 €,EZ 10/2022,87600 Kaufbeuren,"Elektro, ca. 0 g CO₂/km (komb.)* ",19.900 km,ca. 300 kW (408PS),gefunden auf autoscout24.de
BMW i3 s 120 Ah WLAN Navi Prof. Tempomat Klimaaut.,19.990 €,EZ 10/2019,88131 Lindau,"Elektro, ca. 0 g CO₂/km (komb.)* ",67.745 km,ca. 135 kW (184PS),gefunden auf autoscout24.de
Renault ZOE R135 Z.E. 50 Experience Batteriekauf Techno + Komf,19.990 €,EZ 11/2021,22763 Hamburg,"Elektro, ca. 0 g CO₂/km (komb.)* , A+++",8.105 km,ca. 51 kW (69PS),gefunden auf autoscout24.de
"VW Up Volkswagen ! e-! Style, CCS, Tempomat, Kamera, 16-Zoll, SHZ",18.490 €,EZ 05/2021,88271 Wilhelmsdorf,"Elektro, ca. 0 g CO₂/km (komb.)* ",14.780 km,ca. 61 kW (83PS),gefunden auf autoscout24.de
"Audi e-tron GT Quattro / Navi,Matrix-Laser, Pano, Air",89.880 €,EZ 08/2021,97076 Würzburg,"Elektro, ca. 0 g CO₂/km (komb.)* ",48.500 km,ca. 350 kW (476PS),gefunden auf mobile.de
Mercedes-Benz A 250 e Kompaktlimousine MBUX Cam AUT SHZ,26.290 €,EZ 11/2020,93053 Regensburg,"Hybrid, ca. 1,4 l/100 km (komb.)* , ca. 27 g CO₂/km (komb.)* , A+",9.035 km,ca. 118 kW (160PS),gefunden auf mobile.de
Renault ZOE Z.E. 50 Intens ///mtl. Batteriemiete,15.480 €,EZ 03/2022,86470 Thannhausen,"Elektro, ca. 0 g CO₂/km (komb.)* , A+++",11.003 km,ca. 51 kW (69PS),gefunden auf mobile.de
"BMW i3 120Ah*ACC*KAMERA*DA+*WP*NAVI PRO*CARPLAY*19""",22.390 €,EZ 08/2019,40721 Hilden,"Elektro, ca. 0 g CO₂/km (komb.)* ",4.341 km,ca. 125 kW (170PS),gefunden auf autoscout24.de
BMW i3 s 120 Ah Navi-Prof/PDC/Tempomat/20Zoll,24.910 €,EZ 12/2020,33719 Bielefeld,"Elektro, ca. 14,0 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* ",24.023 km,ca. 135 kW (184PS),gefunden auf autoscout24.de
VW ID.3 Volkswagen Performance Upgrade Pro KLIMA EINPARKH.,24.689 €,EZ 12/2020,99098 Erfurt,"Elektro, ca. 0 g CO₂/km (komb.)* ",77.776 km,ca. 150 kW (204PS),gefunden auf autoscout24.de
Smart ForFour EQ Cool/Audio Volldach Tempomat,10.790 €,EZ 11/2020,36043 Fulda,"Elektro, ca. 0 g CO₂/km (komb.)* ",9.300 km,ca. 60 kW (82PS),gefunden auf autoscout24.de
Mercedes-Benz E 300 EQE 300 EQE 300 AMG PremiumPDistronic AHK Night HA-Lenk,59.960 €,EZ 10/2022,86830 Schwabmünchen,"Elektro, ca. 0 g CO₂/km (komb.)* ",10.217 km,ca. 180 kW (245PS),gefunden auf autoscout24.de
"Porsche Taycan *21"",Performancebatterie,Wärmep.,ACC,BOSE*",84.750 €,EZ 06/2022,54595 Prüm,"Elektro, ca. 23,3 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* ",7.800 km,ca. 350 kW (476PS),gefunden auf autoscout24.de
"Audi e-tron GT Quattro / Matrix-Laser,Pano,Air,B&O",107.980 €,EZ 03/2022,97076 Würzburg,"Elektro, ca. 0 g CO₂/km (komb.)* ",36.500 km,ca. 440 kW (598PS),gefunden auf autoscout24.de
Nissan Leaf e+ Acenta 360° LM Kamera Navi SitzH,22.890 €,EZ 11/2020,04318 Leipzig,"Elektro, ca. 18,0 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+++",30.737 km,ca. 62 kW (84PS),gefunden auf mobile.de
Dacia Spring Comfort Plus,14.350 €,EZ 06/2022,10115 Berlin,Elektro,13.918 km,ca. 33 kW (45PS),gefunden auf autoscout24.de
Lexus IS 300 h *LED-Scheinwerfer*Klimaautomatik*,25.280 €,EZ 07/2017,49090 Osnabrück,"Hybrid, ca. 4,2 l/100 km (komb.)* , ca. 97 g CO₂/km (komb.)* , A+",85.685 km,ca. 164 kW (223PS),gefunden auf autoscout24.de
